conversation_id,possibly_sensitive,id,author_id,context_annotations,source,created_at,reply_settings,text,edit_history_tweet_ids,referenced_tweets,lang,in_reply_to_user_id,edit_controls.edits_remaining,edit_controls.is_edit_eligible,edit_controls.editable_until,entities.mentions,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,entities.annotations,entities.urls,attachments.media_keys,entities.hashtags,geo.place_id,geo.coordinates.type,geo.coordinates.coordinates,entities.cashtags
1477066788571693063,False,1477066788571693063,1269024980802637824,,Twitter for Android,2021-12-31T23:58:59.000Z,everyone,"RT @velofacts: Strava year totals by world tour riders. Ordered by most km's. Data collected at the end of December 30th.

286 world tour r…",['1477066788571693063'],"[{'type': 'retweeted', 'id': '1476853713847398401'}]",en,,5,True,2022-01-01 00:28:59+00:00,"[{'start': 3, 'end': 13, 'username': 'velofacts', 'id': '466975711'}]",28,0,0,0,,,,,,,,
1477066778329198599,False,1477066778329198599,1269024980802637824,,Twitter for Android,2021-12-31T23:58:57.000Z,everyone,"RT @velofacts: Women with most strava km's. 

Annemiek van Vleuten would be 3rd on the combined most duration list, behind Lachlan Morton (…",['1477066778329198599'],"[{'type': 'retweeted', 'id': '1476894962868498438'}]",en,,5,True,2022-01-01 00:28:57+00:00,"[{'start': 3, 'end': 13, 'username': 'velofacts', 'id': '466975711'}]",5,0,0,0,"[{'start': 46, 'end': 65, 'probability': 0.8583, 'type': 'Person', 'normalized_text': 'Annemiek van Vleuten'}, {'start': 123, 'end': 136, 'probability': 0.9116, 'type': 'Person', 'normalized_text': 'Lachlan Morton'}]",,,,,,,
1477066776030724101,False,1477066776030724101,2750626427,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1237760060828213249', 'name': 'Olympics'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '847900751321997312', 'name': 'Cycling', 'description': 'Cycling'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1392944904611930114', 'name': 'Olympic Cycling'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1319305164751163393', 'name': 'New Years Eve', 'description': 'This entity includes all conversations for New Years Eve for all years.'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1338455498958368768', 'name': 'Happy New Year'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1457786335108816904', 'name': ""New Year's day"", 'description': ""This entity includes all conversations for the New Year's day for all years. ""}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1319305164751163393', 'name': 'New Years Eve', 'description': 'This entity includes all conversations for New Years Eve for all years.'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1338455498958368768', 'name': 'Happy New Year'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1457786335108816904', 'name': ""New Year's day"", 'description': ""This entity includes all conversations for the New Year's day for all years. ""}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847548225712119808', 'name': 'Holidays', 'description': 'Holidays'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900493514891265', 'name': 'Sports', 'description': 'Sports'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900751321997312', 'name': 'Cycling', 'description': 'Cycling'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1291095284756357120', 'name': 'Cultural events'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1296381531510849536', 'name': 'New Years Eve\t'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1436053202835689485', 'name': 'Events'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1457786335108816904', 'name': ""New Year's day"", 'description': ""This entity includes all conversations for the New Year's day for all years. ""}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1471923163168600068', 'name': 'A look back as the world welcomed 2022 ✨', 'description': '2021 was another year spent in a global pandemic but there were some bright spots of celebrations.\n\n➡️  See how the world ushered in the new year and finally said goodbye to 2021, from Sydney to Honolulu.'}}]",Twitter for iPhone,2021-12-31T23:58:56.000Z,everyone,"Por un 2022 donde cada ciclista regrese sano y salvo a su casa junto a su familia.

Happy New Year",['1477066776030724101'],,es,,5,True,2022-01-01 00:28:56+00:00,,0,1,4,0,,,,,,,,
1477066773627224068,False,1477066773627224068,2280651703,,Twitter for Android,2021-12-31T23:58:56.000Z,everyone,RT @NatividadLlanq3: Se va un año del calendario occidental y vamos en la mitad de ciclo natural del hemisferio sur. Para que el 2022 escri…,['1477066773627224068'],"[{'type': 'retweeted', 'id': '1477018436530233347'}]",es,,5,True,2022-01-01 00:28:56+00:00,"[{'start': 3, 'end': 19, 'username': 'NatividadLlanq3', 'id': '1044616716066738178'}]",71,0,0,0,,,,,,,,
1477066772520087552,False,1477066772520087552,3299289055,,Twitter for Android,2021-12-31T23:58:55.000Z,mentionedUsers,RT @ValeriaMoy: Hoy terminan su encargo dos grandes profesionales. @SantaellaJulio deja el INEGI habiendo hecho una gran labor. Alejandro D…,['1477066772520087552'],"[{'type': 'retweeted', 'id': '1477064729113907202'}]",es,,5,True,2022-01-01 00:28:55+00:00,"[{'start': 3, 'end': 14, 'username': 'ValeriaMoy', 'id': '34150078'}, {'start': 67, 'end': 82, 'username': 'SantaellaJulio', 'id': '1164481428'}]",319,0,0,0,"[{'start': 91, 'end': 95, 'probability': 0.9463, 'type': 'Organization', 'normalized_text': 'INEGI'}, {'start': 128, 'end': 138, 'probability': 0.8622, 'type': 'Person', 'normalized_text': 'Alejandro D'}]",,,,,,,
1477066771194646530,False,1477066771194646530,233524675,,Twitter for Android,2021-12-31T23:58:55.000Z,everyone,RT @Tweak896: $FTM This is my last chart post of 2021! This year we had Cycle B and C. 2022 will be finishing Cycle C and I'll have to crea…,['1477066771194646530'],"[{'type': 'retweeted', 'id': '1476934837877370885'}]",en,,5,True,2022-01-01 00:28:55+00:00,"[{'start': 3, 'end': 12, 'username': 'Tweak896', 'id': '31320305'}]",11,0,0,0,"[{'start': 15, 'end': 17, 'probability': 0.5383, 'type': 'Other', 'normalized_text': 'FTM'}, {'start': 72, 'end': 78, 'probability': 0.6557, 'type': 'Other', 'normalized_text': 'Cycle B'}, {'start': 110, 'end': 116, 'probability': 0.7667, 'type': 'Other', 'normalized_text': 'Cycle C'}]",,,,,,,"[{'start': 14, 'end': 18, 'tag': 'FTM'}]"
1477066770112409600,False,1477066770112409600,1243998389399887873,,Twitter for Android,2021-12-31T23:58:55.000Z,everyone,Un Poco de Bike🚲☇🤘☉ https://t.co/uQsQ6QlVb6,['1477066770112409600'],,es,,5,True,2022-01-01 00:28:55+00:00,,0,2,23,0,,"[{'start': 20, 'end': 43, 'url': 'https://t.co/uQsQ6QlVb6', 'expanded_url': 'https://twitter.com/Paulymarshall3/status/1477066770112409600/photo/1', 'display_url': 'pic.twitter.com/uQsQ6QlVb6', 'media_key': '3_1477066732258930695'}, {'start': 20, 'end': 43, 'url': 'https://t.co/uQsQ6QlVb6', 'expanded_url': 'https://twitter.com/Paulymarshall3/status/1477066770112409600/photo/1', 'display_url': 'pic.twitter.com/uQsQ6QlVb6', 'media_key': '3_1477066743331921922'}, {'start': 20, 'end': 43, 'url': 'https://t.co/uQsQ6QlVb6', 'expanded_url': 'https://twitter.com/Paulymarshall3/status/1477066770112409600/photo/1', 'display_url': 'pic.twitter.com/uQsQ6QlVb6', 'media_key': '3_1477066759542874117'}, {'start': 20, 'end': 43, 'url': 'https://t.co/uQsQ6QlVb6', 'expanded_url': 'https://twitter.com/Paulymarshall3/status/1477066770112409600/photo/1', 'display_url': 'pic.twitter.com/uQsQ6QlVb6', 'media_key': '3_1477066766987808770'}]","['3_1477066732258930695', '3_1477066743331921922', '3_1477066759542874117', '3_1477066766987808770']",,,,,
1477066763804319744,False,1477066763804319744,1599498848,"[{'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1423628881408319489', 'name': 'Paralympic Athletics'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1423629335521480706', 'name': 'Paralympic Cycling'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1098692833333014528', 'name': 'British Royal Family', 'description': 'Royal Family'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1300458642202742784', 'name': 'Paralympics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1423628881408319489', 'name': 'Paralympic Athletics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1423629335521480706', 'name': 'Paralympic Cycling'}}]",Twitter for iPad,2021-12-31T23:58:53.000Z,everyone,"RT @RoyalCentral: Athlete and paralympian, Kadeena Cox, has been made an OBE for services to athletics and to cycling #NewYearsHonours #NYH…",['1477066763804319744'],"[{'type': 'retweeted', 'id': '1477049929902301190'}]",en,,5,True,2022-01-01 00:28:53+00:00,"[{'start': 3, 'end': 16, 'username': 'RoyalCentral', 'id': '603126005'}]",13,0,0,0,"[{'start': 30, 'end': 40, 'probability': 0.371, 'type': 'Place', 'normalized_text': 'paralympian'}, {'start': 43, 'end': 53, 'probability': 0.7299, 'type': 'Person', 'normalized_text': 'Kadeena Cox'}, {'start': 73, 'end': 75, 'probability': 0.6344, 'type': 'Organization', 'normalized_text': 'OBE'}, {'start': 136, 'end': 138, 'probability': 0.896, 'type': 'Place', 'normalized_text': 'NYH'}]",,,"[{'start': 118, 'end': 134, 'tag': 'NewYearsHonours'}]",,,,
1476972996833456129,False,1477066763305353216,856889170421141504,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1319305164751163393', 'name': 'New Years Eve', 'description': 'This entity includes all conversations for New Years Eve for all years.'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1319305164751163393', 'name': 'New Years Eve', 'description': 'This entity includes all conversations for New Years Eve for all years.'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1474163256394543123', 'name': ""New Year's Eve 2021/Happy New Year 2022""}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1476784013851299840', 'name': ""New Year's Eve 2021/Happy New Year 2022 - Copy""}}]",Twitter for iPhone,2021-12-31T23:58:53.000Z,everyone,@maboo_cycle 麻婆さんあけましておめでとうございます！今年もよろしくお願いします。,['1477066763305353216'],"[{'type': 'replied_to', 'id': '1477059861292916737'}]",ja,1050144203433332738,5,True,2022-01-01 00:28:53+00:00,"[{'start': 0, 'end': 12, 'username': 'maboo_cycle', 'id': '1050144203433332738'}]",0,0,0,0,,,,,,,,
1477065836623892481,False,1477066762755743747,1175190336,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1061019747678994432', 'name': 'Álvaro Uribe', 'description': 'Álvaro Uribe'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1061019747678994432', 'name': 'Álvaro Uribe', 'description': 'Álvaro Uribe'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1061019747678994432', 'name': 'Álvaro Uribe', 'description': 'Álvaro Uribe'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]",Twitter for Android,2021-12-31T23:58:53.000Z,everyone,"@AlvaroUribeVel NADIE Invierte en un País donde matan gente x un celular o una bicicleta, donde narco-terroristas estan en el congreso PROTEGIDOS por el mismo ESTADO. Parece que el Gobierno no sabe los miles de millones $ q estan saliendo a la banca Int'nal y la gente alistando visa xsi acaso...",['1477066762755743747'],"[{'type': 'replied_to', 'id': '1477065836623892481'}]",es,61097151,5,True,2022-01-01 00:28:53+00:00,"[{'start': 0, 'end': 15, 'username': 'AlvaroUribeVel', 'id': '61097151'}]",3,0,2,0,"[{'start': 250, 'end': 256, 'probability': 0.4434, 'type': 'Other', 'normalized_text': ""Int'nal""}]",,,,,,,
1477066758246871048,False,1477066758246871048,1132030129880932352,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1237760060828213249', 'name': 'Olympics'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '847900751321997312', 'name': 'Cycling', 'description': 'Cycling'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1392944904611930114', 'name': 'Olympic Cycling'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '1412436177056010247', 'name': 'Menopause'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900493514891265', 'name': 'Sports', 'description': 'Sports'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900751321997312', 'name': 'Cycling', 'description': 'Cycling'}}]",Twitter for iPhone,2021-12-31T23:58:52.000Z,everyone,2021 was the first year I have cycled 🚴🏻‍♀️more km than I have driven 🚗. Yeah 👍! And it’s really fun and great for mental and physical health ! Win-win 😊#Strava #cycling #WomensHealth https://t.co/ebwic7JeFR,['1477066758246871048'],,en,,5,True,2022-01-01 00:28:52+00:00,,2,1,12,1,"[{'start': -1, 'end': 157, 'probability': 0.4104, 'type': 'Organization', 'normalized_text': '�#Stra'}]","[{'start': 184, 'end': 207, 'url': 'https://t.co/ebwic7JeFR', 'expanded_url': 'https://twitter.com/breezebarnet/status/1477066758246871048/photo/1', 'display_url': 'pic.twitter.com/ebwic7JeFR', 'media_key': '3_1477066748121788418'}]",['3_1477066748121788418'],"[{'start': 153, 'end': 160, 'tag': 'Strava'}, {'start': 161, 'end': 169, 'tag': 'cycling'}, {'start': 170, 'end': 183, 'tag': 'WomensHealth'}]",,,,
1477066756476706817,False,1477066756476706817,114383975,,Twitter for iPhone,2021-12-31T23:58:51.000Z,everyone,RT @cubewatermelon: Life cycle of cat https://t.co/stqH1uvAn0,['1477066756476706817'],"[{'type': 'retweeted', 'id': '1164739826412859392'}]",en,,5,True,2022-01-01 00:28:51+00:00,"[{'start': 3, 'end': 18, 'username': 'cubewatermelon', 'id': '14483158'}]",37716,0,0,0,,"[{'start': 38, 'end': 61, 'url': 'https://t.co/stqH1uvAn0', 'expanded_url': 'https://twitter.com/cubewatermelon/status/1164739826412859392/photo/1', 'display_url': 'pic.twitter.com/stqH1uvAn0', 'media_key': '3_1164739804824780802'}]",['3_1164739804824780802'],,,,,
1477045540827197443,False,1477066753427611653,18805099,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '985921988521738240', 'name': 'Desi Linden', 'description': 'Desi Linden'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '985921988521738240', 'name': 'Desi Linden', 'description': 'Desi Linden'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900493514891265', 'name': 'Sports', 'description': 'Sports'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '985921988521738240', 'name': 'Desi Linden', 'description': 'Desi Linden'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046539629501902848', 'name': 'Track & field', 'description': 'Track & Field'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1285911863193030656', 'name': 'Long-distance running'}}]",Twitter Web App,2021-12-31T23:58:51.000Z,everyone,"@des_linden @Justin_Britton Hey Des, you made my Strava Top 10 for 2021. You’re #1. Congrats! 😂 https://t.co/I08nI81IIR",['1477066753427611653'],"[{'type': 'replied_to', 'id': '1477045540827197443'}]",en,293270094,5,True,2022-01-01 00:28:51+00:00,"[{'start': 0, 'end': 11, 'username': 'des_linden', 'id': '293270094'}, {'start': 12, 'end': 27, 'username': 'Justin_Britton', 'id': '32739768'}]",0,0,3,0,"[{'start': 32, 'end': 34, 'probability': 0.5676, 'type': 'Other', 'normalized_text': 'Des'}, {'start': 49, 'end': 54, 'probability': 0.747, 'type': 'Other', 'normalized_text': 'Strava'}]","[{'start': 96, 'end': 119, 'url': 'https://t.co/I08nI81IIR', 'expanded_url': 'https://strava.app.link/XcKvEWkzrmb', 'display_url': 'strava.app.link/XcKvEWkzrmb', 'status': 200, 'unwound_url': 'https://strava.app.link/XcKvEWkzrmb'}]",,,,,,
1477066746813157377,False,1477066746813157377,1191511830407061511,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '898650876658634752', 'name': 'Cybersecurity', 'description': 'Cybersecurity'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '898650876658634752', 'name': 'Cybersecurity', 'description': 'Cybersecurity'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1047123725525479425', 'name': 'Information security', 'description': 'Information Security'}}]",Twitter for Android,2021-12-31T23:58:49.000Z,everyone,RT @AxoniusInc: Axonius has been recognized as a sample vendor in the newly coined Cyber Asset Attack Surface Management category in the re…,['1477066746813157377'],"[{'type': 'retweeted', 'id': '1417933738919464969'}]",en,,5,True,2022-01-01 00:28:49+00:00,"[{'start': 3, 'end': 14, 'username': 'AxoniusInc', 'id': '863888706826100743'}]",7,0,0,0,"[{'start': 16, 'end': 22, 'probability': 0.6303, 'type': 'Other', 'normalized_text': 'Axonius'}, {'start': 83, 'end': 119, 'probability': 0.74, 'type': 'Other', 'normalized_text': 'Cyber Asset Attack Surface Management'}]",,,,,,,
1477066742081933313,False,1477066742081933313,18787203,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847548225712119808', 'name': 'Holidays', 'description': 'Holidays'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1291095284756357120', 'name': 'Cultural events'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1296381531510849536', 'name': 'New Years Eve\t'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1436053202835689485', 'name': 'Events'}}]",Twitter for Android,2021-12-31T23:58:48.000Z,everyone,RT @DocKimResists: Let’s stop the vicious cycle in 2022. #GetVaxxed #GetBoosted #WearAMask #Omicron #HappyNewYear2022 https://t.co/j1wGaDf6…,['1477066742081933313'],"[{'type': 'retweeted', 'id': '1476941624211083298'}]",en,,5,True,2022-01-01 00:28:48+00:00,"[{'start': 3, 'end': 17, 'username': 'DocKimResists', 'id': '823583545100816390'}]",83,0,0,0,"[{'start': 92, 'end': 98, 'probability': 0.7457, 'type': 'Other', 'normalized_text': 'Omicron'}]",,,"[{'start': 57, 'end': 67, 'tag': 'GetVaxxed'}, {'start': 68, 'end': 79, 'tag': 'GetBoosted'}, {'start': 80, 'end': 90, 'tag': 'WearAMask'}, {'start': 91, 'end': 99, 'tag': 'Omicron'}, {'start': 100, 'end': 117, 'tag': 'HappyNewYear2022'}]",,,,
1477012471131090953,False,1477066741104660485,982061804997234688,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1237760060828213249', 'name': 'Olympics'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '847900751321997312', 'name': 'Cycling', 'description': 'Cycling'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1392944904611930114', 'name': 'Olympic Cycling'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900493514891265', 'name': 'Sports', 'description': 'Sports'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900751321997312', 'name': 'Cycling', 'description': 'Cycling'}}]",Twitter for iPhone,2021-12-31T23:58:48.000Z,everyone,"@JTodxs Desgraciadamente andan como locos , hoy vi como se metía una motoneta con una mujer a la CV de Molina y casi tira a un ciclista, se han vuelto de los más inconcientes e intrépidos.",['1477066741104660485'],"[{'type': 'replied_to', 'id': '1477012471131090953'}]",es,1353945222368124928,5,True,2022-01-01 00:28:48+00:00,"[{'start': 0, 'end': 7, 'username': 'JTodxs', 'id': '1353945222368124928'}]",0,0,1,0,"[{'start': 103, 'end': 108, 'probability': 0.493, 'type': 'Person', 'normalized_text': 'Molina'}]",,,,,,,
1477066735328976897,False,1477066735328976897,872584177841000449,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '839569431277658113', 'name': 'Mauricio Macri', 'description': 'Running for president in the 2019 Argentina Elections. '}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '839569431277658113', 'name': 'Mauricio Macri', 'description': 'Running for president in the 2019 Argentina Elections. '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839569431277658113', 'name': 'Mauricio Macri', 'description': 'Running for president in the 2019 Argentina Elections. '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]",Twitter for Android,2021-12-31T23:58:46.000Z,everyone,"RT @mauriciomacri: Empieza un nuevo año y con él un nuevo ciclo. Es un momento oportuno para pensar en nuestro futuro, el de los argentinos…",['1477066735328976897'],"[{'type': 'retweeted', 'id': '1477052512452571137'}]",es,,5,True,2022-01-01 00:28:46+00:00,"[{'start': 3, 'end': 17, 'username': 'mauriciomacri', 'id': '24900072'}]",3566,0,0,0,,,,,,,,
1477066729843011584,False,1477066729843011584,3419102488,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1459234123407511554', 'name': 'Gabriel Boric'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1459233131215478785', 'name': 'Chile Presidential Elections 2021'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1459234123407511554', 'name': 'Gabriel Boric'}}, {'domain': {'id': '38', 'name': 'Political Race', 'description': ''}, 'entity': {'id': '1459233131215478785', 'name': 'Chile Presidential Elections 2021'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}]",Twitter for Android,2021-12-31T23:58:45.000Z,everyone,"RT @24HorasTVN: ⭕ Presidente electo @gabrielboric al llegar a Stgo: “Les quería, a todos los chilenos y chilenas y a las personas que habit…",['1477066729843011584'],"[{'type': 'retweeted', 'id': '1476938598985437199'}]",es,,5,True,2022-01-01 00:28:45+00:00,"[{'start': 3, 'end': 14, 'username': '24HorasTVN', 'id': '90227660'}, {'start': 36, 'end': 49, 'username': 'gabrielboric', 'id': '73981088'}]",922,0,0,0,"[{'start': 62, 'end': 65, 'probability': 0.4955, 'type': 'Place', 'normalized_text': 'Stgo'}]",,,,,,,
1477066720376459275,False,1477066720376459275,121526930,,Twitter for Android,2021-12-31T23:58:43.000Z,everyone,"Échense unos alcoholes por mí, cenen rico (acá habrá bacalao, romeritos y pavo) y cuídense. Que todo sea mejor este nuevo ciclo.",['1477066720376459275'],,es,,5,True,2022-01-01 00:28:43+00:00,,0,0,6,0,,,,,,,,
